Silhouette Studio Level Testing Document,,,,,,4.2.233,
Level,Win,Mac,Task,Notes,Ticket No.,Win,Mac
3,"=IFS(INDIRECT(""Setup!B526"")=True,""Pass"",INDIRECT(""Setup!C526"")=True,""Fail"",INDIRECT(""Setup!D526"")=True,""N/A"",INDIRECT(""Setup!E526"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F526"")=True,""Pass"",INDIRECT(""Setup!G526"")=True,""Fail"",INDIRECT(""Setup!H526"")=True,""N/A"",INDIRECT(""Setup!I526"")=True,""Retest"")",Show / Hide Grid,,,,
3,"=IFS(INDIRECT(""Setup!B527"")=True,""Pass"",INDIRECT(""Setup!C527"")=True,""Fail"",INDIRECT(""Setup!D527"")=True,""N/A"",INDIRECT(""Setup!E527"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F527"")=True,""Pass"",INDIRECT(""Setup!G527"")=True,""Fail"",INDIRECT(""Setup!H527"")=True,""N/A"",INDIRECT(""Setup!I527"")=True,""Retest"")",Snap to Grid,,,,
3,"=IFS(INDIRECT(""Setup!B528"")=True,""Pass"",INDIRECT(""Setup!C528"")=True,""Fail"",INDIRECT(""Setup!D528"")=True,""N/A"",INDIRECT(""Setup!E528"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F528"")=True,""Pass"",INDIRECT(""Setup!G528"")=True,""Fail"",INDIRECT(""Setup!H528"")=True,""N/A"",INDIRECT(""Setup!I528"")=True,""Retest"")",Show / Hide Guides,Designer Edition and Above,,,
3,"=IFS(INDIRECT(""Setup!B529"")=True,""Pass"",INDIRECT(""Setup!C529"")=True,""Fail"",INDIRECT(""Setup!D529"")=True,""N/A"",INDIRECT(""Setup!E529"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F529"")=True,""Pass"",INDIRECT(""Setup!G529"")=True,""Fail"",INDIRECT(""Setup!H529"")=True,""N/A"",INDIRECT(""Setup!I529"")=True,""Retest"")",Snap to Guides,Designer Edition and Above,,,
3,"=IFS(INDIRECT(""Setup!B530"")=True,""Pass"",INDIRECT(""Setup!C530"")=True,""Fail"",INDIRECT(""Setup!D530"")=True,""N/A"",INDIRECT(""Setup!E530"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F530"")=True,""Pass"",INDIRECT(""Setup!G530"")=True,""Fail"",INDIRECT(""Setup!H530"")=True,""N/A"",INDIRECT(""Setup!I530"")=True,""Retest"")",Apply Square Style,,,,
3,"=IFS(INDIRECT(""Setup!B531"")=True,""Pass"",INDIRECT(""Setup!C531"")=True,""Fail"",INDIRECT(""Setup!D531"")=True,""N/A"",INDIRECT(""Setup!E531"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F531"")=True,""Pass"",INDIRECT(""Setup!G531"")=True,""Fail"",INDIRECT(""Setup!H531"")=True,""N/A"",INDIRECT(""Setup!I531"")=True,""Retest"")",Apply Isometric Style,,,,
3,"=IFS(INDIRECT(""Setup!B532"")=True,""Pass"",INDIRECT(""Setup!C532"")=True,""Fail"",INDIRECT(""Setup!D532"")=True,""N/A"",INDIRECT(""Setup!E532"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F532"")=True,""Pass"",INDIRECT(""Setup!G532"")=True,""Fail"",INDIRECT(""Setup!H532"")=True,""N/A"",INDIRECT(""Setup!I532"")=True,""Retest"")",Spacing (3 inputs),,,,
3,"=IFS(INDIRECT(""Setup!B533"")=True,""Pass"",INDIRECT(""Setup!C533"")=True,""Fail"",INDIRECT(""Setup!D533"")=True,""N/A"",INDIRECT(""Setup!E533"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F533"")=True,""Pass"",INDIRECT(""Setup!G533"")=True,""Fail"",INDIRECT(""Setup!H533"")=True,""N/A"",INDIRECT(""Setup!I533"")=True,""Retest"")",Divisions ( 3 inputs),,,,
3,"=IFS(INDIRECT(""Setup!B534"")=True,""Pass"",INDIRECT(""Setup!C534"")=True,""Fail"",INDIRECT(""Setup!D534"")=True,""N/A"",INDIRECT(""Setup!E534"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F534"")=True,""Pass"",INDIRECT(""Setup!G534"")=True,""Fail"",INDIRECT(""Setup!H534"")=True,""N/A"",INDIRECT(""Setup!I534"")=True,""Retest"")",Set Grid Color,,,,
3,"=IFS(INDIRECT(""Setup!B535"")=True,""Pass"",INDIRECT(""Setup!C535"")=True,""Fail"",INDIRECT(""Setup!D535"")=True,""N/A"",INDIRECT(""Setup!E535"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F535"")=True,""Pass"",INDIRECT(""Setup!G535"")=True,""Fail"",INDIRECT(""Setup!H535"")=True,""N/A"",INDIRECT(""Setup!I535"")=True,""Retest"")",Rulers,Designer Edition and Above,,,
3,"=IFS(INDIRECT(""Setup!B536"")=True,""Pass"",INDIRECT(""Setup!C536"")=True,""Fail"",INDIRECT(""Setup!D536"")=True,""N/A"",INDIRECT(""Setup!E536"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F536"")=True,""Pass"",INDIRECT(""Setup!G536"")=True,""Fail"",INDIRECT(""Setup!H536"")=True,""N/A"",INDIRECT(""Setup!I536"")=True,""Retest"")",Crosshairs,Designer Edition and Above,,,
,Reg-Marks,,,,,,
3,"=IFS(INDIRECT(""Setup!B538"")=True,""Pass"",INDIRECT(""Setup!C538"")=True,""Fail"",INDIRECT(""Setup!D538"")=True,""N/A"",INDIRECT(""Setup!E538"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F538"")=True,""Pass"",INDIRECT(""Setup!G538"")=True,""Fail"",INDIRECT(""Setup!H538"")=True,""N/A"",INDIRECT(""Setup!I538"")=True,""Retest"")",Reg Marks Off,,,,
2,"=IFS(INDIRECT(""Setup!B539"")=True,""Pass"",INDIRECT(""Setup!C539"")=True,""Fail"",INDIRECT(""Setup!D539"")=True,""N/A"",INDIRECT(""Setup!E539"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F539"")=True,""Pass"",INDIRECT(""Setup!G539"")=True,""Fail"",INDIRECT(""Setup!H539"")=True,""N/A"",INDIRECT(""Setup!I539"")=True,""Retest"")","Type 1 Reg Marks (CAMEO, Portrait)",,,,
3,"=IFS(INDIRECT(""Setup!B540"")=True,""Pass"",INDIRECT(""Setup!C540"")=True,""Fail"",INDIRECT(""Setup!D540"")=True,""N/A"",INDIRECT(""Setup!E540"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F540"")=True,""Pass"",INDIRECT(""Setup!G540"")=True,""Fail"",INDIRECT(""Setup!H540"")=True,""N/A"",INDIRECT(""Setup!I540"")=True,""Retest"")","Type 2  Reg Marks (Original, SD)",,,,
3,"=IFS(INDIRECT(""Setup!B541"")=True,""Pass"",INDIRECT(""Setup!C541"")=True,""Fail"",INDIRECT(""Setup!D541"")=True,""N/A"",INDIRECT(""Setup!E541"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F541"")=True,""Pass"",INDIRECT(""Setup!G541"")=True,""Fail"",INDIRECT(""Setup!H541"")=True,""N/A"",INDIRECT(""Setup!I541"")=True,""Retest"")",Mark Length (3 inputs),,,,
3,"=IFS(INDIRECT(""Setup!B542"")=True,""Pass"",INDIRECT(""Setup!C542"")=True,""Fail"",INDIRECT(""Setup!D542"")=True,""N/A"",INDIRECT(""Setup!E542"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F542"")=True,""Pass"",INDIRECT(""Setup!G542"")=True,""Fail"",INDIRECT(""Setup!H542"")=True,""N/A"",INDIRECT(""Setup!I542"")=True,""Retest"")",Mark Thickness (3 inputs),,,,
3,"=IFS(INDIRECT(""Setup!B543"")=True,""Pass"",INDIRECT(""Setup!C543"")=True,""Fail"",INDIRECT(""Setup!D543"")=True,""N/A"",INDIRECT(""Setup!E543"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F543"")=True,""Pass"",INDIRECT(""Setup!G543"")=True,""Fail"",INDIRECT(""Setup!H543"")=True,""N/A"",INDIRECT(""Setup!I543"")=True,""Retest"")",Inset (3 inputs),,,,
2,"=IFS(INDIRECT(""Setup!B544"")=True,""Pass"",INDIRECT(""Setup!C544"")=True,""Fail"",INDIRECT(""Setup!D544"")=True,""N/A"",INDIRECT(""Setup!E544"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F544"")=True,""Pass"",INDIRECT(""Setup!G544"")=True,""Fail"",INDIRECT(""Setup!H544"")=True,""N/A"",INDIRECT(""Setup!I544"")=True,""Retest"")",Restore Defaults,,,,
3,"=IFS(INDIRECT(""Setup!B545"")=True,""Pass"",INDIRECT(""Setup!C545"")=True,""Fail"",INDIRECT(""Setup!D545"")=True,""N/A"",INDIRECT(""Setup!E545"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F545"")=True,""Pass"",INDIRECT(""Setup!G545"")=True,""Fail"",INDIRECT(""Setup!H545"")=True,""N/A"",INDIRECT(""Setup!I545"")=True,""Retest"")",Default Reg Marks,,,,
3,"=IFS(INDIRECT(""Setup!B546"")=True,""Pass"",INDIRECT(""Setup!C546"")=True,""Fail"",INDIRECT(""Setup!D546"")=True,""N/A"",INDIRECT(""Setup!E546"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F546"")=True,""Pass"",INDIRECT(""Setup!G546"")=True,""Fail"",INDIRECT(""Setup!H546"")=True,""N/A"",INDIRECT(""Setup!I546"")=True,""Retest"")",Inverted Reg Marks,,,,
3,"=IFS(INDIRECT(""Setup!B547"")=True,""Pass"",INDIRECT(""Setup!C547"")=True,""Fail"",INDIRECT(""Setup!D547"")=True,""N/A"",INDIRECT(""Setup!E547"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F547"")=True,""Pass"",INDIRECT(""Setup!G547"")=True,""Fail"",INDIRECT(""Setup!H547"")=True,""N/A"",INDIRECT(""Setup!I547"")=True,""Retest"")",Enableble Barcode,,,,
3,"=IFS(INDIRECT(""Setup!B548"")=True,""Pass"",INDIRECT(""Setup!C548"")=True,""Fail"",INDIRECT(""Setup!D548"")=True,""N/A"",INDIRECT(""Setup!E548"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F548"")=True,""Pass"",INDIRECT(""Setup!G548"")=True,""Fail"",INDIRECT(""Setup!H548"")=True,""N/A"",INDIRECT(""Setup!I548"")=True,""Retest"")",Add Barcode File to Cloud Account,Saved to account when desgin is printed.,,,
3,"=IFS(INDIRECT(""Setup!B549"")=True,""Pass"",INDIRECT(""Setup!C549"")=True,""Fail"",INDIRECT(""Setup!D549"")=True,""N/A"",INDIRECT(""Setup!E549"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F549"")=True,""Pass"",INDIRECT(""Setup!G549"")=True,""Fail"",INDIRECT(""Setup!H549"")=True,""N/A"",INDIRECT(""Setup!I549"")=True,""Retest"")",Cut the printed desgin without the desgin being open.,Requires Cameo 3 or Portrait 2.,,,
,Advanced Reg-Mark Options,,,,,,
3,"=IFS(INDIRECT(""Setup!B551"")=True,""Pass"",INDIRECT(""Setup!C551"")=True,""Fail"",INDIRECT(""Setup!D551"")=True,""N/A"",INDIRECT(""Setup!E551"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F551"")=True,""Pass"",INDIRECT(""Setup!G551"")=True,""Fail"",INDIRECT(""Setup!H551"")=True,""N/A"",INDIRECT(""Setup!I551"")=True,""Retest"")",Left Mark Inset (3 inputs),,,,
3,"=IFS(INDIRECT(""Setup!B552"")=True,""Pass"",INDIRECT(""Setup!C552"")=True,""Fail"",INDIRECT(""Setup!D552"")=True,""N/A"",INDIRECT(""Setup!E552"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F552"")=True,""Pass"",INDIRECT(""Setup!G552"")=True,""Fail"",INDIRECT(""Setup!H552"")=True,""N/A"",INDIRECT(""Setup!I552"")=True,""Retest"")",Top Mark Inset (3 inputs),,,,
2,"=IFS(INDIRECT(""Setup!B553"")=True,""Pass"",INDIRECT(""Setup!C553"")=True,""Fail"",INDIRECT(""Setup!D553"")=True,""N/A"",INDIRECT(""Setup!E553"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F553"")=True,""Pass"",INDIRECT(""Setup!G553"")=True,""Fail"",INDIRECT(""Setup!H553"")=True,""N/A"",INDIRECT(""Setup!I553"")=True,""Retest"")",Right Mark Inset (3 inputs),,,,
2,"=IFS(INDIRECT(""Setup!B554"")=True,""Pass"",INDIRECT(""Setup!C554"")=True,""Fail"",INDIRECT(""Setup!D554"")=True,""N/A"",INDIRECT(""Setup!E554"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F554"")=True,""Pass"",INDIRECT(""Setup!G554"")=True,""Fail"",INDIRECT(""Setup!H554"")=True,""N/A"",INDIRECT(""Setup!I554"")=True,""Retest"")",Botom Mark Inset (3 inputs),,,,
,Send to 3D,,,,,,
3,"=IFS(INDIRECT(""Setup!B556"")=True,""Pass"",INDIRECT(""Setup!C556"")=True,""Fail"",INDIRECT(""Setup!D556"")=True,""N/A"",INDIRECT(""Setup!E556"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F556"")=True,""Pass"",INDIRECT(""Setup!G556"")=True,""Fail"",INDIRECT(""Setup!H556"")=True,""N/A"",INDIRECT(""Setup!I556"")=True,""Retest"")",Extrusion,Requires the Alta Print Bed selected.,,,
3,"=IFS(INDIRECT(""Setup!B557"")=True,""Pass"",INDIRECT(""Setup!C557"")=True,""Fail"",INDIRECT(""Setup!D557"")=True,""N/A"",INDIRECT(""Setup!E557"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F557"")=True,""Pass"",INDIRECT(""Setup!G557"")=True,""Fail"",INDIRECT(""Setup!H557"")=True,""N/A"",INDIRECT(""Setup!I557"")=True,""Retest"")",Cookie Cutter,Requires the Alta Print Bed selected.,,,
3,"=IFS(INDIRECT(""Setup!B558"")=True,""Pass"",INDIRECT(""Setup!C558"")=True,""Fail"",INDIRECT(""Setup!D558"")=True,""N/A"",INDIRECT(""Setup!E558"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F558"")=True,""Pass"",INDIRECT(""Setup!G558"")=True,""Fail"",INDIRECT(""Setup!H558"")=True,""N/A"",INDIRECT(""Setup!I558"")=True,""Retest"")",Jewellry Box,Requires the Alta Print Bed selected.,,,
3,"=IFS(INDIRECT(""Setup!B559"")=True,""Pass"",INDIRECT(""Setup!C559"")=True,""Fail"",INDIRECT(""Setup!D559"")=True,""N/A"",INDIRECT(""Setup!E559"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F559"")=True,""Pass"",INDIRECT(""Setup!G559"")=True,""Fail"",INDIRECT(""Setup!H559"")=True,""N/A"",INDIRECT(""Setup!I559"")=True,""Retest"")",Stencil Box,Requires the Alta Print Bed selected.,,,
3,"=IFS(INDIRECT(""Setup!B560"")=True,""Pass"",INDIRECT(""Setup!C560"")=True,""Fail"",INDIRECT(""Setup!D560"")=True,""N/A"",INDIRECT(""Setup!E560"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F560"")=True,""Pass"",INDIRECT(""Setup!G560"")=True,""Fail"",INDIRECT(""Setup!H560"")=True,""N/A"",INDIRECT(""Setup!I560"")=True,""Retest"")",Stencil,Requires the Alta Print Bed selected.,,,
3,"=IFS(INDIRECT(""Setup!B561"")=True,""Pass"",INDIRECT(""Setup!C561"")=True,""Fail"",INDIRECT(""Setup!D561"")=True,""N/A"",INDIRECT(""Setup!E561"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F561"")=True,""Pass"",INDIRECT(""Setup!G561"")=True,""Fail"",INDIRECT(""Setup!H561"")=True,""N/A"",INDIRECT(""Setup!I561"")=True,""Retest"")",Wax Pendant,Requires the Alta Print Bed selected.,,,
,Weed Lines,,,,,,
3,"=IFS(INDIRECT(""Setup!B563"")=True,""Pass"",INDIRECT(""Setup!C563"")=True,""Fail"",INDIRECT(""Setup!D563"")=True,""N/A"",INDIRECT(""Setup!E563"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F563"")=True,""Pass"",INDIRECT(""Setup!G563"")=True,""Fail"",INDIRECT(""Setup!H563"")=True,""N/A"",INDIRECT(""Setup!I563"")=True,""Retest"")",Weed Lines Off,Business Edition.,,,
3,"=IFS(INDIRECT(""Setup!B564"")=True,""Pass"",INDIRECT(""Setup!C564"")=True,""Fail"",INDIRECT(""Setup!D564"")=True,""N/A"",INDIRECT(""Setup!E564"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F564"")=True,""Pass"",INDIRECT(""Setup!G564"")=True,""Fail"",INDIRECT(""Setup!H564"")=True,""N/A"",INDIRECT(""Setup!I564"")=True,""Retest"")",Horizontal Weed Lines,Business Edition.,,,
3,"=IFS(INDIRECT(""Setup!B565"")=True,""Pass"",INDIRECT(""Setup!C565"")=True,""Fail"",INDIRECT(""Setup!D565"")=True,""N/A"",INDIRECT(""Setup!E565"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F565"")=True,""Pass"",INDIRECT(""Setup!G565"")=True,""Fail"",INDIRECT(""Setup!H565"")=True,""N/A"",INDIRECT(""Setup!I565"")=True,""Retest"")",Vertical Weed Lines,Business Edition.,,,
3,"=IFS(INDIRECT(""Setup!B566"")=True,""Pass"",INDIRECT(""Setup!C566"")=True,""Fail"",INDIRECT(""Setup!D566"")=True,""N/A"",INDIRECT(""Setup!E566"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F566"")=True,""Pass"",INDIRECT(""Setup!G566"")=True,""Fail"",INDIRECT(""Setup!H566"")=True,""N/A"",INDIRECT(""Setup!I566"")=True,""Retest"")",H/V Weed Lines,Business Edition.,,,
3,"=IFS(INDIRECT(""Setup!B567"")=True,""Pass"",INDIRECT(""Setup!C567"")=True,""Fail"",INDIRECT(""Setup!D567"")=True,""N/A"",INDIRECT(""Setup!E567"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F567"")=True,""Pass"",INDIRECT(""Setup!G567"")=True,""Fail"",INDIRECT(""Setup!H567"")=True,""N/A"",INDIRECT(""Setup!I567"")=True,""Retest"")",Recursive Weed Lines,Business Edition.,,,
3,"=IFS(INDIRECT(""Setup!B568"")=True,""Pass"",INDIRECT(""Setup!C568"")=True,""Fail"",INDIRECT(""Setup!D568"")=True,""N/A"",INDIRECT(""Setup!E568"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F568"")=True,""Pass"",INDIRECT(""Setup!G568"")=True,""Fail"",INDIRECT(""Setup!H568"")=True,""N/A"",INDIRECT(""Setup!I568"")=True,""Retest"")",Padding (3 inputs),Business Edition.,,,
3,"=IFS(INDIRECT(""Setup!B569"")=True,""Pass"",INDIRECT(""Setup!C569"")=True,""Fail"",INDIRECT(""Setup!D569"")=True,""N/A"",INDIRECT(""Setup!E569"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F569"")=True,""Pass"",INDIRECT(""Setup!G569"")=True,""Fail"",INDIRECT(""Setup!H569"")=True,""N/A"",INDIRECT(""Setup!I569"")=True,""Retest"")",Only Shapes on Media,Business Edition. Toggle on / off.,,,
,PixScan,,,,,,
2,"=IFS(INDIRECT(""Setup!B571"")=True,""Pass"",INDIRECT(""Setup!C571"")=True,""Fail"",INDIRECT(""Setup!D571"")=True,""N/A"",INDIRECT(""Setup!E571"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F571"")=True,""Pass"",INDIRECT(""Setup!G571"")=True,""Fail"",INDIRECT(""Setup!H571"")=True,""N/A"",INDIRECT(""Setup!I571"")=True,""Retest"")",Import from File,,,,
2,"=IFS(INDIRECT(""Setup!B572"")=True,""Pass"",INDIRECT(""Setup!C572"")=True,""Fail"",INDIRECT(""Setup!D572"")=True,""N/A"",INDIRECT(""Setup!E572"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F572"")=True,""Pass"",INDIRECT(""Setup!G572"")=True,""Fail"",INDIRECT(""Setup!H572"")=True,""N/A"",INDIRECT(""Setup!I572"")=True,""Retest"")",Cancel import,,,,
2,"=IFS(INDIRECT(""Setup!B573"")=True,""Pass"",INDIRECT(""Setup!C573"")=True,""Fail"",INDIRECT(""Setup!D573"")=True,""N/A"",INDIRECT(""Setup!E573"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F573"")=True,""Pass"",INDIRECT(""Setup!G573"")=True,""Fail"",INDIRECT(""Setup!H573"")=True,""N/A"",INDIRECT(""Setup!I573"")=True,""Retest"")",Continue import without Calibration,,,,
,Camera Calibration,,,,,,
3,"=IFS(INDIRECT(""Setup!B575"")=True,""Pass"",INDIRECT(""Setup!C575"")=True,""Fail"",INDIRECT(""Setup!D575"")=True,""N/A"",INDIRECT(""Setup!E575"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F575"")=True,""Pass"",INDIRECT(""Setup!G575"")=True,""Fail"",INDIRECT(""Setup!H575"")=True,""N/A"",INDIRECT(""Setup!I575"")=True,""Retest"")",Show Calbiration Test Card,,,,
3,"=IFS(INDIRECT(""Setup!B576"")=True,""Pass"",INDIRECT(""Setup!C576"")=True,""Fail"",INDIRECT(""Setup!D576"")=True,""N/A"",INDIRECT(""Setup!E576"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F576"")=True,""Pass"",INDIRECT(""Setup!G576"")=True,""Fail"",INDIRECT(""Setup!H576"")=True,""N/A"",INDIRECT(""Setup!I576"")=True,""Retest"")",Letter,,,,
3,"=IFS(INDIRECT(""Setup!B577"")=True,""Pass"",INDIRECT(""Setup!C577"")=True,""Fail"",INDIRECT(""Setup!D577"")=True,""N/A"",INDIRECT(""Setup!E577"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F577"")=True,""Pass"",INDIRECT(""Setup!G577"")=True,""Fail"",INDIRECT(""Setup!H577"")=True,""N/A"",INDIRECT(""Setup!I577"")=True,""Retest"")",Ledger,,,,
3,"=IFS(INDIRECT(""Setup!B578"")=True,""Pass"",INDIRECT(""Setup!C578"")=True,""Fail"",INDIRECT(""Setup!D578"")=True,""N/A"",INDIRECT(""Setup!E578"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F578"")=True,""Pass"",INDIRECT(""Setup!G578"")=True,""Fail"",INDIRECT(""Setup!H578"")=True,""N/A"",INDIRECT(""Setup!I578"")=True,""Retest"")",A4,,,,
3,"=IFS(INDIRECT(""Setup!B579"")=True,""Pass"",INDIRECT(""Setup!C579"")=True,""Fail"",INDIRECT(""Setup!D579"")=True,""N/A"",INDIRECT(""Setup!E579"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F579"")=True,""Pass"",INDIRECT(""Setup!G579"")=True,""Fail"",INDIRECT(""Setup!H579"")=True,""N/A"",INDIRECT(""Setup!I579"")=True,""Retest"")",A3,,,,
3,"=IFS(INDIRECT(""Setup!B580"")=True,""Pass"",INDIRECT(""Setup!C580"")=True,""Fail"",INDIRECT(""Setup!D580"")=True,""N/A"",INDIRECT(""Setup!E580"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F580"")=True,""Pass"",INDIRECT(""Setup!G580"")=True,""Fail"",INDIRECT(""Setup!H580"")=True,""N/A"",INDIRECT(""Setup!I580"")=True,""Retest"")",None,,,,
3,"=IFS(INDIRECT(""Setup!B581"")=True,""Pass"",INDIRECT(""Setup!C581"")=True,""Fail"",INDIRECT(""Setup!D581"")=True,""N/A"",INDIRECT(""Setup!E581"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F581"")=True,""Pass"",INDIRECT(""Setup!G581"")=True,""Fail"",INDIRECT(""Setup!H581"")=True,""N/A"",INDIRECT(""Setup!I581"")=True,""Retest"")",Auto,Default,,,
3,"=IFS(INDIRECT(""Setup!B582"")=True,""Pass"",INDIRECT(""Setup!C582"")=True,""Fail"",INDIRECT(""Setup!D582"")=True,""N/A"",INDIRECT(""Setup!E582"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F582"")=True,""Pass"",INDIRECT(""Setup!G582"")=True,""Fail"",INDIRECT(""Setup!H582"")=True,""N/A"",INDIRECT(""Setup!I582"")=True,""Retest"")",+ (Import Calibration image),,,,
3,"=IFS(INDIRECT(""Setup!B583"")=True,""Pass"",INDIRECT(""Setup!C583"")=True,""Fail"",INDIRECT(""Setup!D583"")=True,""N/A"",INDIRECT(""Setup!E583"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F583"")=True,""Pass"",INDIRECT(""Setup!G583"")=True,""Fail"",INDIRECT(""Setup!H583"")=True,""N/A"",INDIRECT(""Setup!I583"")=True,""Retest"")",- (remove Calibration),,,,
,Import from Scanner,,,,,,
3,"=IFS(INDIRECT(""Setup!B585"")=True,""Pass"",INDIRECT(""Setup!C585"")=True,""Fail"",INDIRECT(""Setup!D585"")=True,""N/A"",INDIRECT(""Setup!E585"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F585"")=True,""Pass"",INDIRECT(""Setup!G585"")=True,""Fail"",INDIRECT(""Setup!H585"")=True,""N/A"",INDIRECT(""Setup!I585"")=True,""Retest"")",Select Scanner from drop-down List,,,,
3,"=IFS(INDIRECT(""Setup!B586"")=True,""Pass"",INDIRECT(""Setup!C586"")=True,""Fail"",INDIRECT(""Setup!D586"")=True,""N/A"",INDIRECT(""Setup!E586"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F586"")=True,""Pass"",INDIRECT(""Setup!G586"")=True,""Fail"",INDIRECT(""Setup!H586"")=True,""N/A"",INDIRECT(""Setup!I586"")=True,""Retest"")",Remove All,,,,
3,"=IFS(INDIRECT(""Setup!B587"")=True,""Pass"",INDIRECT(""Setup!C587"")=True,""Fail"",INDIRECT(""Setup!D587"")=True,""N/A"",INDIRECT(""Setup!E587"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F587"")=True,""Pass"",INDIRECT(""Setup!G587"")=True,""Fail"",INDIRECT(""Setup!H587"")=True,""N/A"",INDIRECT(""Setup!I587"")=True,""Retest"")",Remove Top,,,,
3,"=IFS(INDIRECT(""Setup!B588"")=True,""Pass"",INDIRECT(""Setup!C588"")=True,""Fail"",INDIRECT(""Setup!D588"")=True,""N/A"",INDIRECT(""Setup!E588"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F588"")=True,""Pass"",INDIRECT(""Setup!G588"")=True,""Fail"",INDIRECT(""Setup!H588"")=True,""N/A"",INDIRECT(""Setup!I588"")=True,""Retest"")",Remove Bottom,,,,
,Menus,,,,,,
,File,,,,,,
2,"=IFS(INDIRECT(""Setup!B591"")=True,""Pass"",INDIRECT(""Setup!C591"")=True,""Fail"",INDIRECT(""Setup!D591"")=True,""N/A"",INDIRECT(""Setup!E591"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F591"")=True,""Pass"",INDIRECT(""Setup!G591"")=True,""Fail"",INDIRECT(""Setup!H591"")=True,""N/A"",INDIRECT(""Setup!I591"")=True,""Retest"")",New,Ctrl+N,,,
3,"=IFS(INDIRECT(""Setup!B592"")=True,""Pass"",INDIRECT(""Setup!C592"")=True,""Fail"",INDIRECT(""Setup!D592"")=True,""N/A"",INDIRECT(""Setup!E592"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F592"")=True,""Pass"",INDIRECT(""Setup!G592"")=True,""Fail"",INDIRECT(""Setup!H592"")=True,""N/A"",INDIRECT(""Setup!I592"")=True,""Retest"")",New Project Wizard,Ctrl+Shift+N,,,
2,"=IFS(INDIRECT(""Setup!B593"")=True,""Pass"",INDIRECT(""Setup!C593"")=True,""Fail"",INDIRECT(""Setup!D593"")=True,""N/A"",INDIRECT(""Setup!E593"")=True,""Retest"")","=IFS(INDIRECT(""Setup!F593"")=True,""Pass"",INDIRECT(""Setup!G593"")=True,""Fail"",INDIRECT(""Setup!H593"")=True,""N/A"",INDIRECT(""Setup!I593"")=True,""Retest"")",Open,Ctrl+O,,,
